"","id","gap_size","gap_proprotion","e_ndvi","e_elev","e_prec","e_area","e_edge","e_earatio","d_ndvi","d_elev","d_prec","d_area","d_edge","d_earatio","gap_size_km","e_ndvi_r","e_elev_km","e_prec_m","e_area_km","e_edge_km","e_earatio_km","d_ndvi_r","d_elev_km","d_prec_m","d_area_km","d_edge_km","d_earatio_km","g_edge","g_edge_km","long","lat","ess_id","ess_id2","ess_id3","X","Y","pop_density","elev","e_area_h","d_area_h","gap_size_h10","pop_density_catch_100","pop_density_catch_100_2","elev_km","d_ndvi_r_10"
"2381",2119,1151.241,0.110489804,390.628,2457.385,1293.553,10419.432,404.022,0.038775818,405.91,2457.167,1293.553,9268.191,589.62,0.063617593,0.001151241,390.628,2.457385,1.293553,0.010419432,0.404022,38.77581811,405.91,2.457167,1.293553,0.009268191,0.58962,63.61759269,185.656,0.185656,416119.1513,1313178.785,NA,NA,NA,416119.8207,1313184.153,70.2204,2477,1.0419432,0.9268191,1.151241,2.83397883623812,8.03143604424555,2.477,4.0591
"2382",871,1380.67,0.169861779,355.185,2255.333,1718.107,8128.197,455.618,0.056054006,375.017,2255.333,1718.107,6747.527,641.5,0.095071869,0.00138067,355.185,2.255333,1.718107,0.008128197,0.455618,56.05400558,375.017,2.255333,1.718107,0.006747527,0.6415,95.07186855,185.873,0.185873,309923.2228,1202134.565,NA,NA,NA,309919.8914,1202146.015,85.26133,2263,0.8128197,0.6747527,1.38067,3.44100581553956,11.8405210225771,2.263,3.75017
"2384",602,1271.249,0.18106582,315.341,2994.625,1569.524,7020.922,367.006,0.052273191,331.749,2992.833,1569.524,5749.673,552.926,0.096166512,0.001271249,315.341,2.994625,1.569524,0.007020922,0.367006,52.27319147,331.749,2.992833,1.569524,0.005749673,0.552926,96.16651243,185.968,0.185968,394709.245,1180065.337,NA,NA,NA,394703.6873,1180069.239,103.6214,3006,0.7020922,0.5749673,1.271249,4.18198777821494,17.4890217771391,3.006,3.31749
"2385",2580,1953.113,0.017318393,482.487,2193.075,1606.065,112776.805,1677.518,0.014874672,487.699,2192.89,1606.065,110823.692,1863.581,0.016815727,0.001953113,482.487,2.193075,1.606065,0.112776805,1.677518,14.87467215,487.699,2.19289,1.606065,0.110823692,1.863581,16.81572745,186.104,0.186104,380844.5326,1302679.928,NA,NA,NA,380841.4516,1302658.438,103.43983,2216,11.2776805,11.0823692,1.953113,4.1746599142709,17.4277853998203,2.216,4.87699
"2386",3137,1151.783,0.036159353,391.825,2312.813,1682.757,31852.976,930.685,0.029218149,400.015,2312.71,1682.757,30701.193,1116.927,0.036380573,0.001151783,391.825,2.312813,1.682757,0.031852976,0.930685,29.21814904,400.015,2.31271,1.682757,0.030701193,1.116927,36.38057322,186.224,0.186224,299880.4851,1192345.46,16,NA,NA,299883.1319,1192321.508,363.12531,2320,3.1852976,3.0701193,1.151783,14.6551350240444,214.772982572972,2.32,4.00015
"2387",1654,1450.069,0.002141704,551.846,2467.44,1581.61,677063.295,4833.837,0.007139417,552.403,2467.374,1581.604,675613.226,5020.173,0.007430543,0.001450069,551.846,2.46744,1.58161,0.677063295,4.833837,7.139416707,552.403,2.467374,1.58161,0.675613226,5.020173,7.430542812,186.372,0.186372,370717.96,1287009.777,NA,NA,NA,370748.6395,1286975.952,235.11095,2508,67.7063295,67.5613226,1.450069,9.48868785235968,90.0351971595182,2.508,5.52403
"2388",1143,1589.624,0.164190149,193.787,1970.6,1315.806,9681.604,452.587,0.046747109,198.768,1964.125,1315.806,8091.98,530.76,0.065590869,0.001589624,193.787,1.9706,1.315806,0.009681604,0.452587,46.74710926,198.768,1.964125,1.315806,0.00809198,0.53076,65.59086898,186.381,0.186381,384921.0058,1329669.141,NA,NA,NA,384918.8264,1329668.836,125.13875,2004,0.9681604,0.809198,1.589624,5.05039232321793,25.5064626184186,2.004,1.98768
"2390",2162,1185.886,0.083783424,309.047,1878.375,1552.537,14154.184,453.406,0.032033355,318.395,1878.133,1552.537,12968.298,639.81,0.049336467,0.001185886,309.047,1.878375,1.552537,0.014154184,0.453406,32.03335494,318.395,1.878133,1.552537,0.012968298,0.63981,49.33646651,186.42,0.18642,341048.9576,1296243.425,NA,NA,NA,341052.1152,1296240.021,92.16748,1880,1.4154184,1.2968298,1.185886,3.71972657104488,13.8363657633373,1.88,3.18395
"2392",1430,1892.674,0.061629023,342.714,2660.061,1516.158,30710.758,1198.117,0.039012941,351.684,2660.033,1516.158,28818.084,1384.717,0.04805028,0.001892674,342.714,2.660061,1.516158,0.030710758,1.198117,39.01294133,351.684,2.660033,1.516158,0.028818084,1.384717,48.05027982,186.641,0.186641,378517.167,1277054.215,NA,NA,NA,378546.1996,1277067.891,101.96271,2678,3.0710758,2.8818084,1.892674,4.1150458018679,16.9336019514706,2.678,3.51684
"2393",182,1532.846,0.002738715,367.26,2393.543,1257.834,559695.281,4790.562,0.008559232,367.8,2393.585,1257.834,558162.435,4977.313,0.00891732,0.001532846,367.26,2.393543,1.257834,0.559695281,4.790562,8.55923243,367.8,2.393585,1.257834,0.558162435,4.977313,8.91731992,186.803,0.186803,401541.6793,1220271.974,NA,NA,NA,401789.6868,1220305.864,80.38625,2448,55.9695281,55.8162435,1.532846,3.24425567533859,10.5251948869667,2.448,3.678
"2395",3030,1876.432,0.051976655,258.247,2133.763,1334.579,36101.438,769.44,0.021313278,264.365,2133.833,1334.579,34225.006,956.356,0.027943195,0.001876432,258.247,2.133763,1.334579,0.036101438,0.76944,21.31327844,264.365,2.133833,1.334579,0.034225006,0.956356,27.94319452,186.904,0.186904,306260.4591,1145658.4,NA,NA,NA,306260.1107,1145654.237,128.93729,2141,3.6101438,3.4225006,1.876432,5.20369509518454,27.0784426436476,2.141,2.64365
"2396",20,1352.337,0.031230417,337.775,2245.717,1405.389,43301.92,786.75,0.01816894,341.055,2245.733,1405.389,41949.583,973.862,0.023215058,0.001352337,337.775,2.245717,1.405389,0.04330192,0.78675,18.16894031,341.055,2.245733,1.405389,0.041949583,0.973862,23.21505794,187.136,0.187136,351702.0841,1137619.004,NA,NA,NA,351703.7804,1137620.157,124.8988,2256,4.330192,4.1949583,1.352337,5.04070833933639,25.4087405622554,2.256,3.41055
"2398",965,905.865,0.120132547,228.664,1965.714,1079.551,7540.546,545.918,0.072397675,235.812,1966.167,1079.551,6634.681,733.053,0.110488055,0.000905865,228.664,1.965714,1.079551,0.007540546,0.545918,72.39767518,235.812,1.966167,1.079551,0.006634681,0.733053,110.4880551,187.202,0.187202,441071.4734,1189386.758,NA,NA,NA,441060.4149,1189385.572,128.86647,1949,0.7540546,0.6634681,0.905865,5.20083691748714,27.0487046422971,1.949,2.35812
"2399",2146,806.933,0.028456327,227.426,2253.733,1105.039,28356.892,650.297,0.022932591,228.399,2253.517,1105.039,27549.959,837.456,0.030397722,0.000806933,227.426,2.253733,1.105039,0.028356892,0.650297,22.93259078,228.399,2.253517,1.105039,0.027549959,0.837456,30.39772219,187.227,0.187227,444893.0066,1310940.057,NA,NA,NA,444896.6708,1310932.024,49.6929,2271,2.8356892,2.7549959,0.806933,2.00552299490315,4.0221224830853,2.271,2.28399
"2400",593,1704.459,0.175703421,360.177,3000,1686.038,9700.773,584.6,0.060263239,384.018,2999.727,1686.038,7996.314,771.923,0.096534853,0.001704459,360.177,3,1.686038,0.009700773,0.5846,60.26323882,384.018,2.999727,1.686038,0.007996314,0.771923,96.53485343,187.34,0.18734,342154.2855,1202226.782,NA,NA,NA,342144.4116,1202243.335,417.48993,3010,0.9700773,0.7996314,1.704459,16.8492008869578,283.89557052906,3.01,3.84018
"2401",1140,1138.224,0.07810985,246.986,2086.692,1105.222,14572.093,713.039,0.048931818,256.937,2086.833,1105.222,13433.869,900.391,0.067023953,0.001138224,246.986,2.086692,1.105222,0.014572093,0.713039,48.93181782,256.937,2.086833,1.105222,0.013433869,0.900391,67.02395267,187.393,0.187393,379917.9919,1354187.976,NA,NA,NA,379891.9219,1354187.239,86.80642,2104,1.4572093,1.3433869,1.138224,3.5033630843686,12.2735529009167,2.104,2.56937
"2402",2396,2113.774,0.073501467,433.432,2784.412,1602.31,28758.256,869.095,0.030220713,448.816,2782.774,1602.31,26644.482,1056.463,0.039650349,0.002113774,433.432,2.784412,1.60231,0.028758256,0.869095,30.22071297,448.816,2.782774,1.60231,0.026644482,1.056463,39.65034862,187.397,0.187397,360213.9949,1201270.048,NA,NA,NA,360218.8037,1201289.941,142.06253,2806,2.8758256,2.6644482,2.113774,5.73340800454629,32.8719673465955,2.806,4.48816
"2403",1836,1465.634,0.089304706,321.939,2365.444,1338.011,16411.61,534.796,0.032586443,327.708,2365.625,1338.011,14945.976,722.335,0.048329731,0.001465634,321.939,2.365444,1.338011,0.01641161,0.534796,32.58644338,327.708,2.365625,1.338011,0.014945976,0.722335,48.32973103,187.581,0.187581,381717.0292,1126580.419,NA,NA,NA,381713.2539,1126576.987,183.23996,2377,1.641161,1.4945976,1.465634,7.39526075888373,54.6898816918855,2.377,3.27708
"2404",176,694.918,0.063557012,312.247,2772.833,1514.787,10933.774,454.861,0.041601464,311.604,2770.7,1514.787,10238.856,642.467,0.062747928,0.000694918,312.247,2.772833,1.514787,0.010933774,0.454861,41.6014635,311.604,2.7707,1.514787,0.010238856,0.642467,62.74792809,187.663,0.187663,412156.8246,1213025.174,NA,NA,NA,412158.0831,1213046.739,110.62857,2790,1.0933774,1.0238856,0.694918,4.46478553331065,19.93430985846,2.79,3.11604
"2405",3076,2240.454,0.070000428,347.375,2046.788,1379.189,32006.29,719.431,0.0224778,357.028,2046.484,1379.189,29765.836,907.146,0.03047608,0.002240454,347.375,2.046788,1.379189,0.03200629,0.719431,22.47780046,357.028,2.046484,1.379189,0.029765836,0.907146,30.47608003,187.707,0.187707,310300.7885,1157392.923,NA,NA,NA,310307.2676,1157387.679,223.80646,2040,3.200629,2.9765836,2.240454,9.03245739205946,81.5852865393696,2.04,3.57028
"2406",2942,1291.269,0.041029996,350.865,2150.871,1654.921,31471.341,881.552,0.028011263,353.932,2150.933,1654.921,30180.072,1069.307,0.035430896,0.001291269,350.865,2.150871,1.654921,0.031471341,0.881552,28.01126269,353.932,2.150933,1.654921,0.030180072,1.069307,35.43089625,187.755,0.187755,320703.2932,1259334.906,NA,NA,NA,320692.0825,1259325.441,47.31645,2153,3.1471341,3.0180072,1.291269,1.90961341584381,3.64662339797068,2.153,3.53932
"2407",2373,1835.081,0.065753824,449.389,3060.032,1663.135,27908.354,737.057,0.026409906,459.013,3058.214,1663.135,26073.273,904.37,0.034685711,0.001835081,449.389,3.060032,1.663135,0.027908354,0.737057,26.40990579,459.013,3.058214,1.663135,0.026073273,0.90437,34.68571054,187.776,0.187776,359237.9555,1194441.002,NA,NA,NA,359241.0682,1194444.3,134.14313,3082,2.7908354,2.6073273,1.835081,5.41379416019758,29.3091672089895,3.082,4.59013
"2408",493,1009.86,0.119694389,314.012,2574,1230.115,8436.987,346.773,0.041101521,325.416,2574,1230.115,7427.127,534.498,0.071965647,0.00100986,314.012,2.574,1.230115,0.008436987,0.346773,41.10152119,325.416,2.574,1.230115,0.007427127,0.534498,71.96564701,187.784,0.187784,416547.8031,1151261.078,NA,NA,NA,416552.0056,1151261.163,641.578,2579,0.8436987,0.7427127,1.00986,25.8930235913777,670.448670703641,2.579,3.25416
"2409",2305,2000.915,0.052284399,383.068,2540.857,1472.272,38269.829,885.396,0.023135614,394.268,2540.8,1472.206,36268.914,1073.186,0.029589692,0.002000915,383.068,2.540857,1.472272,0.038269829,0.885396,23.13561422,394.268,2.5408,1.472272,0.036268914,1.073186,29.58969215,187.839,0.187839,394836.3709,1209263.458,14,NA,NA,394834.8741,1209277.606,294.13348,2552,3.8269829,3.6268914,2.000915,11.8707392345966,140.914449975791,2.552,3.94268
"2410",1826,1193.545,0.050601617,333.593,2314.833,1343.417,23587.092,735.164,0.031168064,340.503,2313.909,1343.417,22393.547,923.003,0.041217365,0.001193545,333.593,2.314833,1.343417,0.023587092,0.735164,31.1680643,340.503,2.313909,1.343417,0.022393547,0.923003,41.21736498,187.87,0.18787,362262.4882,1119245.516,NA,NA,NA,362259.4925,1119232.848,225.74739,2317,2.3587092,2.2393547,1.193545,9.11079010652164,83.0064963650926,2.317,3.40503
"2411",3097,1247.074,0.061064171,243.857,2545,1269.2,20422.352,600.693,0.029413507,251.433,2545,1269.2,19175.278,788.575,0.041124567,0.001247074,243.857,2.545,1.2692,0.020422352,0.600693,29.41350732,251.433,2.545,1.2692,0.019175278,0.788575,41.12456675,187.942,0.187942,421830.3859,1255368.481,15,NA,NA,421835.8075,1255377.941,170.19362,2545,2.0422352,1.9175278,1.247074,6.86873212261326,47.1794809722193,2.545,2.51433
"2412",1799,1371.929,0.038330748,283.368,2288.897,1409.542,35791.866,806.598,0.022535791,287.903,2288.897,1409.542,34419.937,994.7,0.028898949,0.001371929,283.368,2.288897,1.409542,0.035791866,0.806598,22.53579067,287.903,2.288897,1.409542,0.034419937,0.9947,28.89894889,188.092,0.188092,310236.1303,1137281.391,NA,NA,NA,310237.7966,1137282.659,70.87706,2297,3.5791866,3.4419937,1.371929,2.86048054432585,8.18234894446673,2.297,2.87903
"2413",241,1451.653,0.155833021,269.803,2525.778,1245.737,9315.439,446.474,0.047928391,287.487,2526.714,1245.733,7863.786,634.524,0.080689378,0.001451653,269.803,2.525778,1.245737,0.009315439,0.446474,47.92839071,287.487,2.526714,1.245737,0.007863786,0.634524,80.68937786,188.102,0.188102,400417.7499,1161793.965,NA,NA,NA,400423.328,1161795.282,175.08737,2529,0.9315439,0.7863786,1.451653,7.06623575303747,49.931687717505,2.529,2.87487
"2414",3114,2657.411,0.048313157,442.694,1947.018,1794.379,55003.878,883.492,0.016062358,450.765,1946.63,1794.379,52346.467,1071.665,0.020472537,0.002657411,442.694,1.947018,1.794379,0.055003878,0.883492,16.06235837,450.765,1.94663,1.794379,0.052346467,1.071665,20.47253733,188.143,0.188143,287118.8839,1261142.677,30,NA,NA,287121.6147,1261141.115,432.98337,1949,5.5003878,5.2346467,2.657411,17.4744904190671,305.357815406067,1.949,4.50765
"2415",2514,1546.743,0.108886142,367.132,2265,1436.447,14205.141,585.044,0.041185371,381.602,2265.385,1436.447,12658.398,773.218,0.061083401,0.001546743,367.132,2.265,1.436447,0.014205141,0.585044,41.18537085,381.602,2.265385,1.436447,0.012658398,0.773218,61.08340092,188.208,0.188208,368356.9819,1255872.934,NA,NA,NA,368351.1822,1255875.638,137.24445,2266,1.4205141,1.2658398,1.546743,5.53895828977249,30.6800589358394,2.266,3.81602
"2416",2997,1474.271,0.02699833,392.341,1869.362,1432.094,54606.008,1005.585,0.018415281,397.259,1869.696,1432.094,53131.737,1193.81,0.022468868,0.001474271,392.341,1.869362,1.432094,0.054606008,1.005585,18.41528134,397.259,1.869696,1.432094,0.053131737,1.19381,22.46886828,188.229,0.188229,324756.4421,1181673.09,NA,NA,NA,324730.0716,1181684.861,350.07846,1877,5.4606008,5.3131737,1.474271,14.1285858050201,199.616936849815,1.877,3.97259
"2417",2171,1539.939,0.012878987,510.032,2294.143,1549.43,119569.883,1869.224,0.0156329,512.682,2293.984,1549.43,118029.944,2057.472,0.01743178,0.001539939,510.032,2.294143,1.54943,0.119569883,1.869224,15.6328998,512.682,2.293984,1.54943,0.118029944,2.057472,17.43177985,188.288,0.188288,376698.2124,1313332.796,NA,NA,NA,376695.5915,1313333.851,135.64282,2286,11.9569883,11.8029944,1.539939,5.47431916035306,29.9681702694087,2.286,5.12682
"2418",2848,2234.296,0.047621917,347.534,2099.367,1666.784,46917.389,873.379,0.018615252,352.366,2099.106,1666.784,44683.093,1061.737,0.023761493,0.002234296,347.534,2.099367,1.666784,0.046917389,0.873379,18.61525159,352.366,2.099106,1.666784,0.044683093,1.061737,23.76149297,188.352,0.188352,313604.5382,1256363.218,NA,NA,NA,313620.9286,1256342.514,144.48517,2097,4.6917389,4.4683093,2.234296,5.83118173536845,34.0026804308946,2.097,3.52366
"2419",763,1274.143,0.061620316,238.146,1880.652,1441.902,20677.32,880.487,0.042582259,241.004,1880.545,1441.902,19403.177,1068.887,0.055088247,0.001274143,238.146,1.880652,1.441902,0.02067732,0.880487,42.58225921,241.004,1.880545,1.441902,0.019403177,1.068887,55.08824663,188.39,0.18839,309481.2947,1181668.132,6,NA,NA,309455.2189,1181660.804,3469.54077,1889,2.067732,1.9403177,1.274143,140.024908910307,19606.9751153397,1.889,2.41004
"2420",1178,1651.56,0.214685209,238.396,1718.667,1503.433,7692.938,402.695,0.052346061,252.186,1719,1503.469,6041.378,591.173,0.097854,0.00165156,238.396,1.718667,1.503433,0.007692938,0.402695,52.34606076,252.186,1.719,1.503433,0.006041378,0.591173,97.85399953,188.497,0.188497,344696.5742,1274444.447,NA,NA,NA,344691.647,1274437.916,175.34254,1733,0.7692938,0.6041378,1.65156,7.07653399086641,50.0773333238876,1.733,2.52186
"2421",162,2271.353,0.129603164,335.594,2875.75,1584.268,17525.444,504.814,0.028804634,338.457,2874.588,1584.268,15254.091,693.316,0.045451151,0.002271353,335.594,2.87575,1.584268,0.017525444,0.504814,28.80463399,338.457,2.874588,1.584268,0.015254091,0.693316,45.45115143,188.549,0.188549,388914.9751,1199571.399,NA,NA,NA,388913.0872,1199563.843,139.82759,2889,1.7525444,1.5254091,2.271353,5.64320953429745,31.8458138479856,2.889,3.38457
"2422",2118,2213.967,0.063911645,431.961,2772.75,1293.553,34641.058,705.049,0.020352987,442.647,2772.758,1293.553,32427.091,893.633,0.027558223,0.002213967,431.961,2.77275,1.293553,0.034641058,0.705049,20.35298691,442.647,2.772758,1.293553,0.032427091,0.893633,27.55822285,188.642,0.188642,414212.9075,1312532.722,NA,NA,NA,414216.814,1312535.09,169.74347,2793,3.4641058,3.2427091,2.213967,6.85056481548979,46.9302382912267,2.793,4.42647
"2423",1586,1966.984,0.125203641,350.253,2408.063,1550.452,15710.278,500.003,0.03182649,359.007,2407.929,1550.452,13743.294,688.68,0.050110257,0.001966984,350.253,2.408063,1.550452,0.015710278,0.500003,31.82648964,359.007,2.407929,1.550452,0.013743294,0.68868,50.11025741,188.708,0.188708,360807.996,1211924.998,NA,NA,NA,360809.1252,1211926.194,126.37681,2416,1.5710278,1.3743294,1.966984,5.10035837066274,26.0136555091894,2.416,3.59007
"2424",370,1665.365,0.191648423,391.269,2713.333,1547.467,8689.688,438.961,0.050515162,414.041,2713,1547.467,7024.323,627.743,0.089367046,0.001665365,391.269,2.713333,1.547467,0.008689688,0.438961,50.51516234,414.041,2.713,1.547467,0.007024323,0.627743,89.36704648,188.809,0.188809,356599.2886,1171120.742,NA,NA,NA,356604.3582,1171125.573,88.75683,2721,0.8689688,0.7024323,1.665365,3.58207839590182,12.8312856343866,2.721,4.14041
"2426",2837,1874.777,0.111460349,215.127,1899.176,1654.442,16820.125,490.409,0.029156085,221.751,1898.867,1654.442,14945.348,679.371,0.045457021,0.001874777,215.127,1.899176,1.654442,0.016820125,0.490409,29.15608534,221.751,1.898867,1.654442,0.014945348,0.679371,45.45702114,188.956,0.188956,312642.1849,1275947.045,NA,NA,NA,312644.1578,1275956.293,58.10335,1895,1.6820125,1.4945348,1.874777,2.34495480251517,5.49881302583894,1.895,2.21751
"2427",2732,1513.089,0.03206397,413.704,2333.78,1624.986,47189.696,1027.078,0.021764879,420.95,2333.633,1624.986,45676.607,1216.062,0.0266233,0.001513089,413.704,2.33378,1.624986,0.047189696,1.027078,21.7648785,420.95,2.333633,1.624986,0.045676607,1.216062,26.62329976,189.015,0.189015,360712.9929,1284417.618,NA,NA,NA,360677.2613,1284405.669,140.87415,2338,4.7189696,4.5676607,1.513089,5.6854469594738,32.3243071289898,2.338,4.2095
"2429",3136,1236.986,0.05268765,366.854,2332.625,1763.909,23477.722,603.775,0.025716933,373.335,2332.591,1763.909,22240.736,792.887,0.035650214,0.001236986,366.854,2.332625,1.763909,0.023477722,0.603775,25.71693284,373.335,2.332591,1.763909,0.022240736,0.792887,35.65021409,189.093,0.189093,299790.6973,1195989.796,16,NA,NA,299787.2367,1195990.364,231.59724,2330,2.3477722,2.2240736,1.236986,9.34688034661095,87.3641722138621,2.33,3.73335
"2430",3153,2238.69,0.076150518,369.957,2067.742,1546.847,29398.224,861.313,0.02929813,379.845,2067.633,1546.847,27159.534,1050.431,0.038676326,0.00223869,369.957,2.067742,1.546847,0.029398224,0.861313,29.29813039,379.845,2.067633,1.546847,0.027159534,1.050431,38.67632633,189.125,0.189125,329214.3469,1171283.962,35,NA,NA,329220.2063,1171290.884,345.33612,2078,2.9398224,2.7159534,2.23869,13.9371928309805,194.245344007936,2.078,3.79845
"2431",1650,1980.161,0.116480696,387.849,2431.158,1570.584,16999.907,591.919,0.034818955,412.484,2430.375,1570.584,15019.746,781.212,0.052012331,0.001980161,387.849,2.431158,1.570584,0.016999907,0.591919,34.81895519,412.484,2.430375,1.570584,0.015019746,0.781212,52.01233097,189.338,0.189338,384225.385,1286137.767,NA,NA,NA,384221.8915,1286134.659,97.18917,2431,1.6999907,1.5019746,1.980161,3.92239364759455,15.3851719266901,2.431,4.12484
"2432",2496,2058.076,0.03940565,394.195,2458.86,1292.473,52227.942,890.588,0.017051945,398.504,2458.364,1292.473,50169.866,1079.871,0.021524295,0.002058076,394.195,2.45886,1.292473,0.052227942,0.890588,17.05194511,398.504,2.458364,1.292473,0.050169866,1.079871,21.52429508,189.342,0.189342,414141.2233,1252682.769,10,NA,NA,414144.9767,1252684.322,99.80962,2481,5.2227942,5.0169866,2.058076,4.02815066181578,16.2259977542869,2.481,3.98504
"2433",1669,2038.521,0.053597675,461.794,2187.442,1603.448,38033.758,1053.985,0.027711829,472.643,2187.902,1603.448,35995.237,1243.501,0.034546265,0.002038521,461.794,2.187442,1.603448,0.038033758,1.053985,27.71182905,472.643,2.187902,1.603448,0.035995237,1.243501,34.54626511,189.545,0.189545,358833.9193,1290064.229,NA,NA,NA,358848.8614,1290072.876,277.09171,2192,3.8033758,3.5995237,2.038521,11.182961672634,125.058631771601,2.192,4.72643
"2434",1242,1396.396,0.144936974,261.567,2389.333,1101.109,9634.505,667.377,0.069269464,281.943,2389.429,1101.109,8238.109,857.014,0.104030427,0.001396396,261.567,2.389333,1.101109,0.009634505,0.667377,69.26946428,281.943,2.389429,1.101109,0.008238109,0.857014,104.0304274,189.697,0.189697,419457.9183,1157454.144,NA,NA,NA,419454.4814,1157451.989,184.34595,2387,0.9634505,0.8238109,1.396396,7.43989668025545,55.3520626128761,2.387,2.81943
"2435",1778,1476.223,0.080195855,256.75,2191.476,1423.461,18407.722,522.216,0.028369398,265.722,2191.211,1423.461,16931.499,712.03,0.042053571,0.001476223,256.75,2.191476,1.423461,0.018407722,0.522216,28.36939845,265.722,2.191211,1.423461,0.016931499,0.71203,42.05357128,189.826,0.189826,336080.2906,1132664.067,NA,NA,NA,336077.909,1132666.742,122.03101,2211,1.8407722,1.6931499,1.476223,4.92496909309491,24.2553205679401,2.211,2.65722
"2436",2087,1769.871,0.131842118,337.91,2505.5,1493.888,13424.17,441.345,0.032876893,360.518,2505.615,1493.888,11654.299,631.435,0.054180436,0.001769871,337.91,2.5055,1.493888,0.01342417,0.441345,32.87689295,360.518,2.505615,1.493888,0.011654299,0.631435,54.18043591,190.138,0.190138,391838.0717,1315421.065,NA,NA,NA,391839.3546,1315421.867,222.46558,2504,1.342417,1.1654299,1.769871,8.97834170001079,80.6106196821526,2.504,3.60518
"2437",2805,1636.871,0.068354614,422.185,2247.038,1506.611,23946.752,596.896,0.024925969,427.384,2246.792,1506.611,22309.881,787.215,0.035285486,0.001636871,422.185,2.247038,1.506611,0.023946752,0.596896,24.92596908,427.384,2.246792,1.506611,0.022309881,0.787215,35.28548628,190.336,0.190336,341917.0326,1149953.802,31,NA,NA,341933.2372,1149945.796,964.99792,2257,2.3946752,2.2309881,1.636871,38.9457149531162,1516.76871320938,2.257,4.27384
"2438",1255,1034.087,0.154137629,260.191,2298.833,1208.692,6708.855,462.986,0.06901118,278.76,2297.75,1208.692,5674.768,653.352,0.115132812,0.001034087,260.191,2.298833,1.208692,0.006708855,0.462986,69.01118,278.76,2.29775,1.208692,0.005674768,0.653352,115.1328125,190.421,0.190421,405100.7334,1119051.158,NA,NA,NA,405101.6654,1119041.323,161.6611,2293,0.6708855,0.5674768,1.034087,6.52437377233644,42.5674531211516,2.293,2.7876
"2439",144,2018.426,0.179442744,430.427,2879,1535.035,11248.301,399.926,0.035554347,432.229,2879.2,1535.035,9229.875,590.32,0.063957529,0.002018426,430.427,2.879,1.535035,0.011248301,0.399926,35.55434727,432.229,2.8792,1.535035,0.009229875,0.59032,63.95752922,190.44,0.19044,386955.2944,1176273.74,NA,NA,NA,386956.3831,1176268.857,171.11821,2909,1.1248301,0.9229875,2.018426,6.90604704095889,47.693485731937,2.909,4.32229
"2440",2654,2245.252,0.043976586,503.547,2467.912,1334.456,51055.623,987.024,0.019332327,518.542,2468.537,1334.456,48810.371,1177.661,0.02412727,0.002245252,503.547,2.467912,1.334456,0.051055623,0.987024,19.33232702,518.542,2.468537,1.334456,0.048810371,1.177661,24.12727,190.695,0.190695,412056.784,1328753.445,NA,NA,NA,412058.4399,1328750.335,125.70082,2473,5.1055623,4.8810371,2.245252,5.0730765358468,25.7361055385594,2.473,5.18542
"2441",2,1291.294,0.038868511,332.942,1987.829,1649.114,33222.111,771.616,0.023225977,337.433,1987.618,1649.114,31930.817,962.316,0.030137531,0.001291294,332.942,1.987829,1.649114,0.033222111,0.771616,23.22597742,337.433,1.987618,1.649114,0.031930817,0.962316,30.1375314,190.711,0.190711,332125.6863,1279668.431,23,NA,NA,332111.0054,1279689.658,71.85171,1991,3.3222111,3.1930817,1.291294,2.8998158012133,8.40893168096635,1.991,3.37433
"2442",2337,1076.82,0.060751323,441.339,2327.947,1764.429,17725.046,553.532,0.031228805,456.482,2328.353,1764.429,16648.226,744.322,0.044708788,0.00107682,441.339,2.327947,1.764429,0.017725046,0.553532,31.22880471,456.482,2.328353,1.764429,0.016648226,0.744322,44.70878759,190.837,0.190837,388749.8934,1307708.362,NA,NA,NA,388751.8486,1307710.423,270.47742,2336,1.7725046,1.6648226,1.07682,10.9160199024826,119.159490511396,2.336,4.56482
"2443",717,1799.633,0.090654935,320.727,2082.818,1675.16,19851.462,581.283,0.029281622,334.158,2082.9,1675.16,18051.829,772.39,0.042787354,0.001799633,320.727,2.082818,1.67516,0.019851462,0.581283,29.28162168,334.158,2.0829,1.67516,0.018051829,0.77239,42.78735412,191.076,0.191076,286638.7726,1177649.349,NA,NA,NA,286638.3083,1177654.325,253.82039,2072,1.9851462,1.8051829,1.799633,10.2437698085699,104.934819890969,2.072,3.34158
"2444",2858,1626.536,0.054308475,343.276,2035.581,1390.805,29949.948,810.448,0.02706008,349.375,2035.6,1390.805,28323.412,1001.756,0.035368479,0.001626536,343.276,2.035581,1.390805,0.029949948,0.810448,27.06008037,349.375,2.0356,1.390805,0.028323412,1.001756,35.36847891,191.302,0.191302,313631.5739,1161803.722,NA,NA,NA,313651.45,1161808.425,81.02839,2040,2.9949948,2.8323412,1.626536,3.27017138031752,10.6940208566478,2.04,3.49375
"2445",2386,1378.697,0.066214678,361.574,2675.318,1468.455,20821.622,531.473,0.025525053,364.853,2675.35,1468.455,19442.925,722.893,0.03718026,0.001378697,361.574,2.675318,1.468455,0.020821622,0.531473,25.52505276,364.853,2.67535,1.468455,0.019442925,0.722893,37.18025966,191.471,0.191471,395453.4978,1198885.868,NA,NA,NA,395454.7066,1198883.282,169.26169,2687,2.0821622,1.9442925,1.378697,6.83112097404596,46.6642137620506,2.687,3.64853
